date,tipo,venta,compra
7/4/2012,Casas de cambio,4.5600,
7/4/2012,Informal,5.9600,
7/5/2012,Casas de cambio,4.5700,
7/5/2012,Informal,5.9700,
7/11/2012,Casas de cambio,4.5750,
7/11/2012,Informal,6.0000,
7/12/2012,Casas de cambio,4.5800,
7/12/2012,Informal,6.1000,
7/13/2012,Casas de cambio,4.5800,
7/13/2012,Informal,6.1700,
7/16/2012,Casas de cambio,4.5850,
7/16/2012,Informal,6.3100,
7/17/2012,Casas de cambio,4.5850,
7/17/2012,Informal,6.5500,
7/18/2012,Casas de cambio,4.5900,
7/18/2012,Informal,6.8000,
7/19/2012,Casas de cambio,4.5800,
7/19/2012,Informal,6.8000,
7/20/2012,Casas de cambio,4.5850,
7/20/2012,Informal,6.4500,
7/23/2012,Casas de cambio,4.5850,
7/23/2012,Informal,6.4200,
7/24/2012,Casas de cambio,4.5900,
7/24/2012,Informal,6.4300,
7/25/2012,Casas de cambio,4.5950,
7/25/2012,Informal,6.4500,
7/26/2012,Casas de cambio,4.5950,
7/26/2012,Informal,6.4200,
7/27/2012,Casas de cambio,4.5950,
7/27/2012,Informal,6.4500,
7/30/2012,Casas de cambio,4.6000,
7/30/2012,Informal,6.3700,
7/31/2012,Casas de cambio,4.6000,
7/31/2012,Informal,6.3200,
8/1/2012,Casas de cambio,4.6000,
8/1/2012,Informal,6.2700,
8/2/2012,Casas de cambio,4.6050,
8/2/2012,Informal,6.2100,
8/3/2012,Casas de cambio,4.6050,
8/3/2012,Informal,6.2000,
8/6/2012,Casas de cambio,4.6100,
8/6/2012,Informal,6.2100,
8/7/2012,Casas de cambio,4.6150,
8/7/2012,Informal,6.2600,
8/8/2012,Casas de cambio,4.6150,
8/8/2012,Informal,6.2600,
8/9/2012,Casas de cambio,4.6150,
8/9/2012,Informal,6.2600,
8/10/2012,Casas de cambio,4.6200,
8/10/2012,Informal,6.2700,
8/13/2012,Casas de cambio,4.6250,
8/13/2012,Informal,6.2800,
8/14/2012,Casas de cambio,4.6300,
8/14/2012,Informal,6.3000,
8/15/2012,Casas de cambio,4.6300,
8/15/2012,Informal,6.3200,
8/16/2012,Casas de cambio,4.6300,
8/16/2012,Informal,6.3300,
8/17/2012,Casas de cambio,4.6350,
8/17/2012,Informal,6.3300,
8/21/2012,Casas de cambio,4.6350,
8/21/2012,Informal,6.3500,
8/22/2012,Casas de cambio,4.6400,
8/22/2012,Informal,6.4000,
8/23/2012,Casas de cambio,4.6400,
8/23/2012,Informal,6.4200,
8/24/2012,Casas de cambio,4.6400,
8/24/2012,Informal,6.4100,
8/27/2012,Casas de cambio,4.6400,
8/27/2012,Informal,6.3800,
8/28/2012,Casas de cambio,4.6500,
8/28/2012,Informal,6.3800,
8/29/2012,Informal,6.3700,
8/29/2012,Casas de cambio,4.6500,
8/30/2012,Informal,6.3700,
8/30/2012,Casas de cambio,4.6500,
8/31/2012,Informal,6.3700,
8/31/2012,Casas de cambio,4.6550,
9/3/2012,Informal,6.3400,
9/3/2012,Casas de cambio,4.6550,
9/4/2012,Informal,6.3500,
9/4/2012,Casas de cambio,4.6550,
9/5/2012,Informal,6.3500,
9/5/2012,Casas de cambio,4.6650,
9/6/2012,Informal,6.3400,
9/6/2012,Casas de cambio,4.6700,
9/7/2012,Informal,6.3300,
9/7/2012,Casas de cambio,4.6750,
9/10/2012,Informal,6.3300,
9/10/2012,Casas de cambio,4.6600,
9/11/2012,Informal,6.3000,
9/11/2012,Casas de cambio,4.6600,
9/12/2012,Informal,6.3200,
9/12/2012,Casas de cambio,4.6600,
9/13/2012,Informal,6.3000,
9/13/2012,Casas de cambio,4.6630,
9/14/2012,Informal,6.3100,
9/14/2012,Casas de cambio,4.6700,
9/17/2012,Informal,6.3000,
9/17/2012,Casas de cambio,4.6730,
9/18/2012,Informal,6.3100,
9/18/2012,Casas de cambio,4.6750,
9/19/2012,Casas de cambio,4.6800,
9/19/2012,Informal,6.3100,
9/20/2012,Informal,6.3200,
9/20/2012,Casas de cambio,4.6800,
9/21/2012,Informal,6.3200,
9/21/2012,Casas de cambio,4.6800,
9/25/2012,Informal,6.3200,
9/25/2012,Casas de cambio,4.6800,
9/26/2012,Informal,6.2900,
9/26/2012,Casas de cambio,4.6800,
9/27/2012,Informal,6.3000,
9/27/2012,Casas de cambio,4.6800,
9/28/2012,Informal,6.3000,
9/28/2012,Casas de cambio,4.6800,
10/1/2012,Informal,6.2600,
10/1/2012,Casas de cambio,4.6800,
10/2/2012,Informal,6.2600,
10/2/2012,Casas de cambio,4.6800,
10/3/2012,Informal,6.2500,
10/3/2012,Casas de cambio,4.6800,
10/4/2012,Informal,6.1900,
10/4/2012,Casas de cambio,4.6800,
10/5/2012,Informal,6.1800,
10/5/2012,Casas de cambio,4.6800,
10/9/2012,Informal,6.2000,
10/9/2012,Casas de cambio,4.6800,
10/10/2012,Informal,6.2100,
10/10/2012,Casas de cambio,4.6800,
10/11/2012,Informal,6.2100,
10/11/2012,Casas de cambio,4.6800,
10/12/2012,Informal,6.2000,
10/12/2012,Casas de cambio,4.6800,
10/15/2012,Informal,6.2000,
10/15/2012,Casas de cambio,4.6800,
10/16/2012,Informal,6.2200,
10/16/2012,Casas de cambio,4.6800,
10/17/2012,Informal,6.3300,
10/17/2012,Casas de cambio,4.6800,
10/18/2012,Informal,6.3200,
10/18/2012,Casas de cambio,4.7500,
10/19/2012,Informal,6.3100,
10/19/2012,Casas de cambio,4.7550,
10/22/2012,Informal,6.2800,
10/22/2012,Casas de cambio,4.7550,
10/23/2012,Informal,6.3200,
10/23/2012,Casas de cambio,4.7600,
10/24/2012,Casas de cambio,4.7650,
10/24/2012,Informal,6.3700,
10/25/2012,Casas de cambio,4.7700,
10/25/2012,Informal,6.3700,
10/26/2012,Casas de cambio,4.7700,
10/26/2012,Informal,6.3800,
10/29/2012,Casas de cambio,4.7700,
10/29/2012,Informal,6.3500,
10/30/2012,Casas de cambio,4.7750,
10/30/2012,Informal,6.3600,
10/31/2012,Casas de cambio,4.7750,
10/31/2012,Informal,6.3400,
11/1/2012,Casas de cambio,4.7850,
11/1/2012,Informal,6.3400,
11/2/2012,Casas de cambio,4.7850,
11/2/2012,Informal,6.3300,
11/5/2012,Casas de cambio,4.7900,
11/5/2012,Informal,6.3400,
11/7/2012,Casas de cambio,4.7900,
11/7/2012,Informal,6.3000,
11/8/2012,Casas de cambio,4.7900,
11/8/2012,Informal,6.3300,
11/9/2012,Casas de cambio,4.7950,
11/9/2012,Informal,6.3300,
11/12/2012,Casas de cambio,4.7950,
11/12/2012,Informal,6.3200,
11/13/2012,Casas de cambio,4.8000,
11/13/2012,Informal,6.3200,
11/14/2012,Casas de cambio,4.8050,
11/14/2012,Informal,6.3500,
11/15/2012,Casas de cambio,4.8050,
11/15/2012,Informal,6.3500,
11/16/2012,Casas de cambio,4.8100,
11/16/2012,Informal,6.4000,
11/19/2012,Casas de cambio,4.8100,
11/19/2012,Informal,6.3600,
11/20/2012,Casas de cambio,4.8150,
11/20/2012,Informal,6.3600,
11/21/2012,Casas de cambio,4.8200,
11/21/2012,Informal,6.3800,
11/22/2012,Casas de cambio,4.8350,
11/22/2012,Informal,6.4100,
11/23/2012,Casas de cambio,4.8400,
11/23/2012,Informal,6.4600,
11/27/2012,Casas de cambio,4.8500,
11/27/2012,Informal,6.4500,
11/28/2012,Casas de cambio,4.8500,
11/28/2012,Informal,6.4700,
11/29/2012,Casas de cambio,4.8550,
11/29/2012,Informal,6.4400,
11/30/2012,Casas de cambio,4.8550,
11/30/2012,Informal,6.4400,
12/3/2012,Casas de cambio,4.8550,
12/3/2012,Informal,6.4400,
12/4/2012,Casas de cambio,4.8600,
12/4/2012,Informal,6.4400,
12/5/2012,Casas de cambio,4.8650,
12/5/2012,Informal,6.4400,
12/6/2012,Casas de cambio,4.8700,
12/6/2012,Informal,6.4400,
12/7/2012,Casas de cambio,4.8750,
12/7/2012,Informal,6.4700,
12/10/2012,Casas de cambio,4.8800,
12/10/2012,Informal,6.4500,
12/11/2012,Casas de cambio,4.8800,
12/11/2012,Informal,6.4400,
12/12/2012,Casas de cambio,4.8800,
12/12/2012,Informal,6.4800,
12/13/2012,Casas de cambio,4.8850,
12/13/2012,Informal,6.5200,
12/14/2012,Casas de cambio,4.8850,
12/14/2012,Informal,6.5300,
12/17/2012,Casas de cambio,4.8950,
12/17/2012,Informal,6.5200,
12/18/2012,Casas de cambio,4.9000,
12/18/2012,Informal,6.5300,
12/19/2012,Casas de cambio,4.9000,
12/19/2012,Informal,6.5500,
12/20/2012,Casas de cambio,4.9100,
12/20/2012,Informal,6.6300,
12/21/2012,Casas de cambio,4.9100,
12/21/2012,Informal,6.6100,
12/26/2012,Casas de cambio,4.9250,
12/26/2012,Informal,6.6400,
12/27/2012,Casas de cambio,4.9250,
12/27/2012,Informal,6.7800,
12/28/2012,Casas de cambio,4.9300,
12/28/2012,Informal,6.8000,
1/2/2013,Casas de cambio,4.9350,
1/2/2013,Informal,6.9100,
1/3/2013,Casas de cambio,4.9350,
1/3/2013,Informal,7.0700,
1/4/2013,Informal,7.0700,
1/4/2013,Casas de cambio,4.9350,
1/7/2013,Informal,7.0400,
1/7/2013,Casas de cambio,4.9450,
1/8/2013,Casas de cambio,4.9450,
1/8/2013,Informal,7.0500,
1/9/2013,Casas de cambio,4.9400,
1/9/2013,Informal,7.0700,
1/10/2013,Casas de cambio,4.9550,
1/10/2013,Informal,7.2500,
1/11/2013,Casas de cambio,4.9600,
1/11/2013,Informal,7.2000,
1/14/2013,Casas de cambio,4.9600,
1/14/2013,Informal,7.2000,
1/15/2013,Casas de cambio,4.9600,
1/15/2013,Informal,7.3400,
1/16/2013,Informal,7.5000,
1/16/2013,Casas de cambio,4.9600,
1/17/2013,Informal,7.5400,
1/17/2013,Casas de cambio,4.9600,
1/18/2013,Informal,7.4700,
1/18/2013,Casas de cambio,4.9600,
1/22/2013,Informal,7.4400,
1/22/2013,Casas de cambio,4.9600,
1/23/2013,Casas de cambio,4.9750,
1/23/2013,Informal,7.5200,
1/24/2013,Casas de cambio,4.9700,
1/24/2013,Informal,7.5600,
1/25/2013,Casas de cambio,4.9800,
1/25/2013,Informal,7.6200,
1/27/2013,Casas de cambio,4.9640,
1/27/2013,Informal,7.6600,
1/28/2013,Casas de cambio,4.9800,
1/28/2013,Informal,7.6600,
1/29/2013,Casas de cambio,4.9900,
1/29/2013,Informal,7.8000,
1/30/2013,Casas de cambio,4.9800,
1/30/2013,Informal,7.9300,
2/1/2013,Casas de cambio,4.9900,
2/1/2013,Informal,7.9200,
2/4/2013,Casas de cambio,4.9900,
2/4/2013,Informal,7.7200,
2/5/2013,Casas de cambio,4.9900,
2/5/2013,Informal,7.5800,
2/6/2013,Casas de cambio,4.9900,
2/6/2013,Informal,7.7000,
2/7/2013,Casas de cambio,4.9900,
2/7/2013,Informal,7.7000,
2/8/2013,Casas de cambio,5.0050,
2/8/2013,Informal,7.6700,
2/13/2013,Casas de cambio,5.0000,
2/13/2013,Informal,7.6500,
2/14/2013,Casas de cambio,5.0100,
2/14/2013,Informal,7.6600,
2/15/2013,Informal,7.7100,
2/15/2013,Casas de cambio,5.0100,
2/18/2013,Casas de cambio,5.0250,
2/18/2013,Informal,7.7000,
2/19/2013,Casas de cambio,5.0250,
2/19/2013,Informal,7.8100,
2/21/2013,Casas de cambio,5.0350,5
2/21/2013,Informal,7.8300,
2/25/2013,Informal,7.8000,7.7800
2/25/2013,Casas de cambio,5.0450,5.0050
2/26/2013,Casas de cambio,5.0700,5.0100
2/26/2013,Informal,7.8200,7.7800
2/27/2013,Casas de cambio,5.0700,5.0200
2/27/2013,Informal,7.8200,7.8000
2/28/2013,Casas de cambio,5.0700,5.0200
2/28/2013,Informal,7.8400,7.8200
3/1/2013,Casas de cambio,5.0900,5.0400
3/1/2013,Informal,7.8400,7.8200
3/4/2013,Casas de cambio,5.0800,5.0300
3/4/2013,Informal,7.8300,7.8100
3/5/2013,Casas de cambio,5.0900,5.0400
3/5/2013,Informal,7.8200,7.8000
3/6/2013,Casas de cambio,5.0100,5.0650
3/6/2013,Informal,7.8300,7.8100
3/7/2013,Casas de cambio,5.0900,5.0400
3/7/2013,Informal,7.8200,7.8000
3/8/2013,Casas de cambio,5.0700,5.0150
3/8/2013,Informal,7.8300,7.8100
3/11/2013,Casas de cambio,5.0900,5.0400
3/11/2013,Informal,7.8200,7.8000
3/12/2013,Casas de cambio,5.0850,5.0300
3/12/2013,Informal,7.8400,7.8200
3/13/2013,Casas de cambio,5.0850,5.0300
3/13/2013,Informal,7.9200,7.9000
3/14/2013,Casas de cambio,5.0950,5.0400
3/14/2013,Informal,7.9900,7.9700
3/15/2013,Casas de cambio,5.0950,5.0400
3/15/2013,Informal,8.0500,8.0300
3/18/2013,Casas de cambio,5.1050,5.0500
3/18/2013,Informal,8.0800,8.0600
3/19/2013,Casas de cambio,5.1050,5.0500
3/19/2013,Informal,8.2700,8.2500
3/20/2013,Casas de cambio,5.1300,5.0800
3/20/2013,Informal,8.7500,8.7000
3/21/2013,Casas de cambio,5.1100,5.0550
3/21/2013,Informal,8.5000,8.4000
3/25/2013,Casas de cambio,5.0600,5.1500
3/25/2013,Informal,8.3500,8.2200
3/26/2013,Casas de cambio,5.1250,5.0700
3/26/2013,Informal,8.3000,8.2500
3/27/2013,Casas de cambio,5.1300,5.0800
3/27/2013,Informal,8.4700,8.3800
4/3/2013,Casas de cambio,5.1400,5.1000
4/3/2013,Informal,8.3000,8.2500
4/4/2013,Casas de cambio,5.1400,5.1050
4/4/2013,Informal,8.3200,8.3000
4/5/2013,Casas de cambio,5.1400,5.1050
4/5/2013,Informal,8.4000,8.3700
4/8/2013,Casas de cambio,5.1450,5.1050
4/8/2013,Informal,8.3300,8.3000
4/9/2013,Casas de cambio,5.1450,5.1100
4/9/2013,Informal,8.3700,8.3400
4/10/2013,Casas de cambio,5.1500,5.1100
4/10/2013,Informal,8.3900,8.3700
4/11/2013,Casas de cambio,5.1550,5.1150
4/11/2013,Informal,8.4400,8.4200
4/12/2013,Casas de cambio,5.1400,5.1150
4/12/2013,Informal,8.4300,8.4100
4/15/2013,Casas de cambio,5.1600,5.1200
4/15/2013,Informal,8.4200,8.4000
4/16/2013,Casas de cambio,5.1650,5.1300
4/16/2013,Informal,8.5200,8.5000
4/17/2013,Casas de cambio,5.1700,5.1300
4/17/2013,Informal,8.7000,8.6700
4/18/2013,Casas de cambio,5.1700,5.1300
4/18/2013,Informal,8.6600,8.6300
4/19/2013,Casas de cambio,5.1700,5.1300
4/19/2013,Informal,8.6300,8.6000
4/22/2013,Casas de cambio,5.1750,5.1350
4/22/2013,Informal,8.6700,8.6300
4/23/2013,Casas de cambio,5.1750,5.1350
4/23/2013,Informal,8.8600,8.8200
4/24/2013,Casas de cambio,5.1850,5.1450
4/24/2013,Informal,8.9400,8.9100
4/25/2013,Casas de cambio,5.1850,5.1450
4/25/2013,Informal,9.2000,9.1600
4/26/2013,Casas de cambio,5.1850,5.1500
4/26/2013,Informal,9.3400,9.3000
4/29/2013,Casas de cambio,5.1900,5.1500
4/29/2013,Informal,9.3000,9.2700
4/30/2013,Casas de cambio,5.1950,5.1550
4/30/2013,Informal,9.4000,9.3700
5/2/2013,Casas de cambio,5.2000,5.1600
5/2/2013,Informal,9.6300,9.6000
5/3/2013,Casas de cambio,5.2100,5.1700
5/3/2013,Informal,9.8800,9.8400
5/6/2013,Casas de cambio,5.2200,5.1800
5/6/2013,Informal,9.8700,9.8300
5/7/2013,Casas de cambio,5.2200,5.1800
5/7/2013,Informal,10.0800,10.0400
5/8/2013,Casas de cambio,5.2250,5.1850
5/8/2013,Informal,10.4500,10.4000
5/9/2013,Casas de cambio,5.2300,5.1900
5/9/2013,Informal,10.0300,9.9800
5/10/2013,Casas de cambio,5.2400,5.2000
5/10/2013,Informal,10.0300,9.9800
5/13/2013,Casas de cambio,5.2500,5.2100
5/13/2013,Informal,10.0300,9.9800
5/14/2013,Casas de cambio,5.2500,5.2100
5/14/2013,Informal,9.2000,9.1500
5/15/2013,Casas de cambio,5.2500,5.2100
5/15/2013,Informal,9.0500,9.0000
5/16/2013,Casas de cambio,5.2450,5.1900
5/16/2013,Informal,8.9500,8.9000
5/17/2013,Casas de cambio,5.2450,5.1900
5/17/2013,Informal,8.9500,8.9000
5/20/2013,Casas de cambio,5.2500,5.1900
5/20/2013,Informal,8.9000,8.8600
5/21/2013,Casas de cambio,5.2550,5.2000
5/21/2013,Informal,8.5800,8.5300
5/22/2013,Casas de cambio,5.2650,5.2100
5/22/2013,Informal,8.4300,8.3800
5/23/2013,Casas de cambio,5.2700,5.2150
5/23/2013,Informal,8.8000,8.7500
5/24/2013,Casas de cambio,5.2750,5.2200
5/24/2013,Informal,8.9500,8.9000
5/27/2013,Casas de cambio,5.2750,5.2200
5/27/2013,Informal,8.9200,8.8700
5/28/2013,Casas de cambio,5.2800,5.2250
5/28/2013,Informal,8.8800,8.8300
5/29/2013,Casas de cambio,5.2800,5.2250
5/29/2013,Informal,8.8800,8.8300
5/30/2013,Casas de cambio,5.2900,5.2350
5/30/2013,Informal,8.8700,8.8200
5/31/2013,Casas de cambio,5.2900,5.2350
5/31/2013,Informal,8.8000,8.7500
6/3/2013,Casas de cambio,5.2950,5.2400
6/3/2013,Informal,8.6000,8.5500
6/4/2013,Casas de cambio,5.2950,5.2400
6/4/2013,Informal,8.5000,8.4500
6/5/2013,Casas de cambio,5.3000,5.2450
6/5/2013,Informal,8.5500,8.5000
6/6/2013,Casas de cambio,5.3000,5.2450
6/6/2013,Informal,8.5700,8.5200
6/7/2013,Casas de cambio,5.3000,5.2450
6/7/2013,Informal,8.5700,8.5200
6/10/2013,Casas de cambio,5.3150,5.2600
6/10/2013,Informal,8.5700,8.5200
6/11/2013,Casas de cambio,5.3200,5.2650
6/11/2013,Informal,8.5700,8.5200
6/12/2013,Casas de cambio,5.3250,5.2700
6/12/2013,Informal,8.5700,8.5200
6/13/2013,Casas de cambio,5.3350,5.2800
6/13/2013,Informal,8.5700,8.5200
6/14/2013,Casas de cambio,5.3350,5.2800
6/14/2013,Informal,8.5700,8.5200
6/17/2013,Casas de cambio,5.3400,5.2900
6/17/2013,Informal,8.5700,8.5200
6/18/2013,Casas de cambio,5.3500,5.2950
6/18/2013,Informal,8.5700,8.5200
6/19/2013,Casas de cambio,5.3550,5.3000
6/19/2013,Informal,8.5700,8.5200
6/24/2013,Casas de cambio,5.3700,5.3150
6/24/2013,Informal,8.0500,8.0000
6/25/2013,Casas de cambio,5.3700,5.3150
6/25/2013,Informal,8.1300,8.0800
6/26/2013,Casas de cambio,5.3750,5.3200
6/26/2013,Informal,8.1300,8.0800
6/27/2013,Casas de cambio,5.3850,5.3300
6/27/2013,Informal,8.1300,8.0800
6/28/2013,Casas de cambio,5.3900,5.3350
6/28/2013,Informal,8.1300,8.0800
7/1/2013,Casas de cambio,5.3950,5.3400
7/1/2013,Informal,8.0500,8.0000
7/2/2013,Casas de cambio,5.4000,5.3450
7/2/2013,Informal,7.9300,7.8800
7/3/2013,Casas de cambio,5.4000,5.3450
7/3/2013,Informal,7.9500,7.9000
7/4/2013,Casas de cambio,5.4150,5.3600
7/4/2013,Informal,7.9800,7.9300
7/5/2013,Casas de cambio,5.4150,5.3580
7/5/2013,Informal,7.9600,7.9200
7/8/2013,Casas de cambio,5.4150,5.3550
7/8/2013,Informal,7.9800,7.7930
7/10/2013,Casas de cambio,5.4200,5.3600
7/10/2013,Informal,8.0900,8.0200
7/11/2013,Casas de cambio,5.4250,5.3650
7/11/2013,Informal,8.2000,8.1600
7/12/2013,Casas de cambio,5.4300,5.3700
7/12/2013,Informal,8.3000,8.2500
7/15/2013,Casas de cambio,5.4400,5.3800
7/15/2013,Informal,8.5800,8.5300
7/16/2013,Casas de cambio,5.4450,5.3850
7/16/2013,Informal,8.7500,8.7000
7/17/2013,Casas de cambio,5.4450,5.3850
7/17/2013,Informal,8.8500,8.8000
7/22/2013,Casas de cambio,5.4600,5.4100
7/22/2013,Informal,8.8500,8.8000
7/23/2013,Casas de cambio,5.4900,5.4400
7/23/2013,Informal,8.6600,8.6100
7/29/2013,Casas de cambio,5.5000,5.4400
7/29/2013,Informal,8.6600,8.6100
7/30/2013,Casas de cambio,5.5050,5.4450
7/30/2013,Informal,8.6300,8.5700
7/31/2013,Casas de cambio,5.5100,5.4500
7/31/2013,Informal,8.6400,8.5800
8/5/2013,Casas de cambio,5.5200,5.4700
8/5/2013,Informal,8.5600,8.5100
8/8/2013,Casas de cambio,5.5400,5.4900
8/8/2013,Informal,8.9000,8.6000
8/9/2013,Casas de cambio,5.5500,5.5000
8/9/2013,Informal,8.8200,8.7800
8/12/2013,Casas de cambio,5.5600,5.5100
8/12/2013,Informal,8.7500,8.7000
8/13/2013,Casas de cambio,5.5600,5.5200
8/13/2013,Informal,8.7900,8.7300
8/14/2013,Casas de cambio,5.5700,5.5200
8/14/2013,Informal,8.9400,8.8900
8/15/2013,Casas de cambio,5.5800,5.5200
8/15/2013,Informal,8.9500,8.9000
8/16/2013,Casas de cambio,5.5800,5.5200
8/16/2013,Informal,8.9500,8.9000
8/20/2013,Casas de cambio,5.6000,5.5600
8/20/2013,Informal,8.9700,8.9300
8/21/2013,Casas de cambio,5.6100,5.5700
8/21/2013,Informal,9.0400,8.9800
8/22/2013,Casas de cambio,5.6100,5.5700
8/22/2013,Informal,9.1400,9.0800
8/23/2013,Casas de cambio,5.6200,5.5800
8/23/2013,Informal,9.2000,9.1400
8/26/2013,Casas de cambio,5.6400,5.5800
8/26/2013,Informal,9.2000,9.1400
8/27/2013,Casas de cambio,5.6400,5.5800
8/27/2013,Informal,9.5200,9.4000
8/28/2013,Casas de cambio,5.6500,5.5900
8/28/2013,Informal,9.5000,9.4500
9/2/2013,Casas de cambio,5.6800,5.6300
9/2/2013,Informal,9.3000,9.4500
9/5/2013,Casas de cambio,5.7100,5.6800
9/5/2013,Informal,9.2700,9.2300
9/6/2013,Casas de cambio,5.7100,5.6500
9/6/2013,Informal,9.3000,9.2500
9/10/2013,Casas de cambio,5.7100,5.6500
9/10/2013,Informal,9.1600,9.1100
9/11/2013,Casas de cambio,5.7200,5.6800
9/11/2013,Informal,9.2500,9.2000
9/12/2013,Casas de cambio,5.7300,5.6700
9/12/2013,Informal,9.2600,9.2100
9/16/2013,Casas de cambio,5.7400,5.6800
9/16/2013,Informal,9.3000,9.2500
9/17/2013,Casas de cambio,5.7400,5.6800
9/17/2013,Informal,9.3000,9.2500
9/18/2013,Casas de cambio,5.7400,5.6800
9/18/2013,Informal,9.3300,9.2500
9/19/2013,Casas de cambio,5.7600,5.6900
9/19/2013,Informal,9.3500,9.2700
9/20/2013,Casas de cambio,5.7600,5.7100
9/20/2013,Informal,9.4000,9.3200
9/23/2013,Casas de cambio,5.7700,5.7200
9/23/2013,Informal,9.4000,9.3200
9/24/2013,Casas de cambio,5.7700,5.7300
9/24/2013,Informal,9.4200,9.3400
9/25/2013,Casas de cambio,5.7700,5.7300
9/25/2013,Informal,9.5600,9.4800
9/26/2013,Casas de cambio,5.7700,5.7300
9/26/2013,Informal,9.5400,9.4600
9/30/2013,Casas de cambio,5.7900,5.7500
9/30/2013,Informal,9.5400,9.4600
10/1/2013,Casas de cambio,5.7900,5.7500
10/1/2013,Informal,9.5400,9.4600
10/2/2013,Casas de cambio,5.8000,5.7600
10/2/2013,Informal,9.5400,9.4600
10/3/2013,Casas de cambio,5.8100,5.7700
10/3/2013,Informal,9.6000,9.5200
10/8/2013,Casas de cambio,5.8200,5.7700
10/8/2013,Informal,9.5800,9.5000
10/10/2013,Casas de cambio,5.8300,5.7800
10/10/2013,Informal,9.7200,9.6400
10/15/2013,Casas de cambio,5.8300,5.7800
10/15/2013,Informal,9.8200,9.7400
10/16/2013,Casas de cambio,5.8400,5.7900
10/16/2013,Informal,9.6000,9.5200
10/21/2013,Casas de cambio,5.8600,5.8200
10/21/2013,Informal,9.9000,9.8200
10/22/2013,Casas de cambio,5.8700,5.8300
10/22/2013,Informal,10.0000,9.8800
10/25/2013,Casas de cambio,5.8700,5.8300
10/25/2013,Informal,10.1000,9.8800
10/28/2013,Casas de cambio,5.8900,5.8400
10/28/2013,Informal,10.0800,10.0000
10/29/2013,Casas de cambio,5.8900,5.8400
10/29/2013,Informal,9.9200,9.8200
10/30/2013,Casas de cambio,5.9000,5.8400
10/30/2013,Informal,9.9200,9.8200
10/31/2013,Casas de cambio,5.9100,5.8500
10/31/2013,Informal,9.9800,9.9000
11/5/2013,Casas de cambio,5.9500,5.9000
11/5/2013,Informal,9.9300,9.8500
11/11/2013,Casas de cambio,5.9700,5.9200
11/11/2013,Informal,9.8700,9.7900
11/12/2013,Casas de cambio,5.9700,5.9200
11/12/2013,Informal,9.8300,9.7500
11/13/2013,Casas de cambio,5.9800,5.9300
11/13/2013,Informal,9.8200,9.7600
11/14/2013,Casas de cambio,5.9800,5.9300
11/14/2013,Informal,9.8600,9.7800
11/19/2013,Casas de cambio,6.0300,5.9800
11/19/2013,Informal,9.8700,9.7900
11/20/2013,Casas de cambio,6.0300,5.9800
11/20/2013,Informal,9.9200,9.8400
11/21/2013,Casas de cambio,6.0500,6.0000
11/21/2013,Informal,9.9300,9.8500
11/26/2013,Casas de cambio,6.0800,6.0300
11/26/2013,Informal,9.9200,9.8400
11/27/2013,Casas de cambio,6.0900,6.0400
11/27/2013,Informal,9.8100,9.7300
11/28/2013,Casas de cambio,6.1200,6.0700
11/28/2013,Informal,9.6300,9.5800
12/2/2013,Casas de cambio,6.1600,6.1400
12/2/2013,Informal,9.1800,9.1000
12/3/2013,Casas de cambio,6.1700,6.1400
12/3/2013,Informal,9.3000,9.2000
12/4/2013,Casas de cambio,6.2050,6.1550
12/4/2013,Informal,9.6000,9.5400
12/5/2013,Casas de cambio,6.2400,6.1900
12/5/2013,Informal,9.5000,9.4500
12/9/2013,Casas de cambio,6.2400,6.1900
12/9/2013,Informal,9.5000,9.4500
12/10/2013,Casas de cambio,6.2600,6.2100
12/10/2013,Informal,9.5800,9.5000
12/11/2013,Casas de cambio,6.2700,6.2200
12/11/2013,Informal,9.5500,9.4700
12/12/2013,Casas de cambio,6.2800,6.2300
12/12/2013,Informal,9.5700,9.5000
12/13/2013,Casas de cambio,6.2900,6.2500
12/13/2013,Informal,9.5500,9.5000
12/16/2013,Casas de cambio,6.3000,6.2500
12/16/2013,Informal,9.6000,9.5200
12/19/2013,Casas de cambio,6.4050,6.3550
12/19/2013,Informal,9.7300,9.6800
12/20/2013,Casas de cambio,6.4200,6.3700
12/20/2013,Informal,9.6500,9.6000
12/23/2013,Casas de cambio,6.4300,6.3800
12/23/2013,Informal,9.6500,9.6000
12/26/2013,Casas de cambio,6.4500,6.4000
12/26/2013,Informal,9.7000,9.6500
12/27/2013,Casas de cambio,6.4500,6.5000
12/27/2013,Informal,9.9200,9.9700
12/30/2013,Casas de cambio,6.5200,6.4700
12/30/2013,Informal,10.0000,9.8000
1/2/2014,Casas de cambio,6.5450,6.4950
1/2/2014,Informal,10.0000,9.9500
1/3/2014,Casas de cambio,6.5650,6.5150
1/3/2014,Informal,10.1700,10.1200
1/6/2014,Casas de cambio,6.5650,6.5150
1/6/2014,Informal,10.3000,10.2500
1/7/2014,Casas de cambio,6.6100,6.5600
1/7/2014,Informal,10.9000,10.7000
1/8/2014,Casas de cambio,6.6150,6.5650
1/8/2014,Informal,10.7000,10.6500
1/9/2014,Casas de cambio,6.6300,6.5800
1/9/2014,Informal,10.8000,10.6000
1/10/2014,Casas de cambio,6.6550,6.6050
1/10/2014,Informal,10.8000,10.7500
1/13/2014,Casas de cambio,6.6800,6.6300
1/13/2014,Informal,10.7900,10.7500
